Relevant	hasMIDdatathonpublication	Authors_Contacted	Author_Contact_Comments	hasMIDdatathonderivedGeneticDataX	hasMIDdatathonpreservative	hasMIDdatathonpermitInformation	hasMIDdatathonyearCollected	hasMIDdatathonenvironmentalMedium	hasMIDdatathonhabitat	hasMIDdatathoncountry	hasMIDdatathoncoordinates	hasMIDdatathonlocality	hasMIDdatathonmaterialSampleID	Author_Response_Comments	hasPOSTdatathonderivedGeneticDataX	hasPOSTdatathonpreservative	hasPOSTdatathonpermitInformation	hasPOSTdatathonyearCollected	hasPOSTdatathonenvironmentalMedium	hasPOSTdatathonhabitat	hasPOSTdatathoncountry	hasPOSTdatathoncoordinates	hasPOSTdatathonlocality	hasPOSTdatathonmaterialSampleID	Metadata_Curator	Quality_Controller	datagroup	hasPOSTdatathonpublication	hasPREdatathonderivedGeneticDataX	hasPREdatathonpermitInformation	hasPREdatathonpreservative	hasPREdatathonyearCollected	hasPREdatathoncoordinates	hasPREdatathonmaterialSampleID	hasPREdatathonenvironmentalMedium	hasPREdatathonhabitat	hasPREdatathoncountry	hasPREdatathonlocality	hasPREdatathonpublication	registration_date_bioprj	author_response
TRUE	TRUE	TRUE	"materialSampleID= ""TRUE"" | locality= ""TRUE"" | coordinates= ""MOST"" | country= ""TRUE"" | habitat= ""FALSE"" | environmentalMedium= ""FALSE"" | yearCollected= ""TRUE"" | permitInformation= ""FALSE"" | preservative= ""FALSE""| derivedGeneticDataX= ""TRUE"""	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	MOST	TRUE	TRUE	"materialSampleID= ""TRUE"" | locality= ""TRUE"" | coordinates= ""TRUE"" | country= ""TRUE"" | habitat= ""FALSE"" | environmentalMedium= ""FALSE"" | yearCollected= ""TRUE"" | permitInformation= ""FALSE"" | preservative= ""FALSE""| derivedGeneticDataX= ""TRUE"""	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	Courtney Weyand	Briana	nonmarine	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	12/28/17	TRUE
TRUE	TRUE	TRUE	"materialSampleID = ""FALSE | locality = ""TRUE"" | coordinates = ""FALSE"" | country = ""TRUE"" | habitat = ""FALSE"" | environmentalMedium = ""FALSE"" | yearCollected = ""FALSE"" | permitInformation = ""FALSE"" | preservative = ""FALSE"" | derivedGeneticDataX = ""FALSE"""	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	"materialSampleID = ""FALSE | locality = ""TRUE"" | coordinates = ""FALSE"" | country = ""TRUE"" | habitat = ""FALSE"" | environmentalMedium = ""FALSE"" | yearCollected = ""FALSE"" | permitInformation = ""FALSE"" | preservative = ""FALSE"" | derivedGeneticDataX = ""FALSE"""	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	Justin Berg	NA	nonmarine	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	12/31/17	FALSE
TRUE	TRUE	FALSE	materialSampleID = TRUE|locality = TRUE|coordinates = TRUE&TRUE|country = TRUE|habitat = TRUE|environmentalMedium = TRUE|yearCollected = TRUE|permitInformation = FALSE|preservative = TRUE|derivedGeneticDataX = FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	materialSampleID = TRUE|locality = TRUE|coordinates = TRUE&TRUE|country = TRUE|habitat = TRUE|environmentalMedium = TRUE|yearCollected = TRUE|permitInformation = FALSE|preservative = TRUE|derivedGeneticDataX = FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Emily Farrell	Michelle	nonmarine	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1/4/18	NA
TRUE	FALSE	TRUE	"materialSampleID = ""FALSE"" | locality = ""MOST | coordinates = ""FALSE” | country = ""TRUE | habitat = ""FALSE"" | environmentalMedium = ""FALSE"" | yearCollected = ""TRUE"" | permitInformation = ""FALSE'” | preservative = ""FALSE"" | derivedGeneticDataX = ""FALSE”"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	MOST	FALSE	"materialSampleID = ""FALSE"" | locality = ""MOST"" | coordinates = ""FALSE” | country = ""TRUE | habitat = ""FALSE"" | environmentalMedium = ""FALSE"" | yearCollected = ""TRUE"" | permitInformation = ""FALSE'” | preservative = ""FALSE"" | derivedGeneticDataX = ""FALSE”"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	MOST	FALSE	Thienthanh Trinh	NA	nonmarine	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	MOST	FALSE	1/4/18	FALSE
TRUE	FALSE	FALSE	materialSampleID = FALSE|locality = TRUE|coordinates = FALSE&FALSE|country = TRUE|habitat = FALSE|environmentalMedium = FALSE|yearCollected = TRUE|permitInformation = FALSE|preservative = FALSE|derivedGeneticDataX = FALSE|associatedReferences = FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	materialSampleID = FALSE|locality = TRUE|coordinates = FALSE&FALSE|country = TRUE|habitat = FALSE|environmentalMedium = FALSE|yearCollected = TRUE|permitInformation = FALSE|preservative = FALSE|derivedGeneticDataX = FALSE|associatedReferences = FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	Nan Himmelsbach	NA	nonmarine	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	1/4/18	NA
TRUE	TRUE	TRUE	materialSampleID = TRUE|locality = FALSE|coordinates = FALSE|country = FALSE|habitat = FALSE|environmentalMedium = FALSE|yearCollected = FALSE|permitInformation = FALSE|preservative = FALSE|derivedGeneticDataX = FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	materialSampleID = TRUE|locality = some|coordinates = FALSE|country = FALSE|habitat = FALSE|environmentalMedium = FALSE|yearCollected = FALSE|permitInformation = FALSE|preservative = FALSE|derivedGeneticDataX = FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	SOME	TRUE	Alonso Delgado	NA	nonmarine	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1/7/18	FALSE
TRUE	FALSE	TRUE	"materialSampleID = ""TRUE"" | locality = ""TRUE"" | coordinates = ""FALSE” | country = ""MOST"" | habitat = ""TRUE"" | environmentalMedium = ""TRUE"" | yearCollected = ""FALSE"" | permitInformation = ""FALSE” | preservative = ""FALSE"" | derivedGeneticDataX = ""FALSE”"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	MOST	FALSE	TRUE	TRUE	"materialSampleID = ""TRUE"" | locality = ""TRUE"" | coordinates = ""FALSE” | country = ""MOST"" | habitat = ""TRUE"" | environmentalMedium = ""TRUE"" | yearCollected = ""FALSE"" | permitInformation = ""FALSE” | preservative = ""FALSE"" | derivedGeneticDataX = ""FALSE”"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	MOST	FALSE	TRUE	TRUE	Samantha Queeno	Michelle	nonmarine	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	MOST	MOST	FALSE	1/12/18	FALSE
TRUE	TRUE	TRUE	materialSampleID = TRUE|locality =TRUE|coordinates = FALSE|country = TRUE|habitat = TRUE|environmentalMedium = TRUE|yearCollected = FALSE|permitInformation = TRUE|preservative = FALSE|derivedGeneticDataX = FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	materialSampleID = TRUE|locality =TRUE|coordinates = FALSE|country = TRUE|habitat = TRUE|environmentalMedium = TRUE|yearCollected = FALSE|permitInformation = TRUE|preservative = FALSE|derivedGeneticDataX = FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Samantha Queeno	Michelle	nonmarine	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1/12/18	FALSE
TRUE	TRUE	TRUE	"materialSampleID = ""TRUE"" | locality = ""MOST"" | coordinates = ""MOST” | country = ""TRUE"" | habitat = ""TRUE"" | environmentalMedium = ""TRUE"" | yearCollected = ""FALSE"" | permitInformation = ""TRUE” | preservative = ""FALSE"" | derivedGeneticDataX = ""FALSE”"	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	MOST	MOST	TRUE	"materialSampleID = ""TRUE"" | locality = ""MOST"" | coordinates = ""MOST” | country = ""TRUE"" | habitat = ""TRUE"" | environmentalMedium = ""TRUE"" | yearCollected = ""FALSE"" | permitInformation = ""TRUE” | preservative = ""FALSE"" | derivedGeneticDataX = ""FALSE”"	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	MOST	MOST	TRUE	Samantha Queeno	Michelle	nonmarine	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1/22/18	FALSE
TRUE	TRUE	TRUE	"materialSampleID = ""TRUE"" | locality = ""TRUE"" | coordinates = ""TRUE” | country = ""TRUE"" | habitat = ""TRUE"" | environmentalMedium = ""TRUE"" | yearCollected = ""TRUE"" | permitInformation = ""FALSE, Not given” | preservative = ""FALSE"" | derivedGeneticDataX= ""FALSE”"	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	"materialSampleID = ""TRUE"" | locality = ""TRUE"" | coordinates = ""TRUE” | country = ""TRUE"" | habitat = ""TRUE"" | environmentalMedium = ""TRUE"" | yearCollected = ""TRUE"" | permitInformation = ""FALSE, Not given” | preservative = ""FALSE"" | derivedGeneticDataX= ""FALSE”"	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Ann Holmes	Eric	nonmarine	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	1/24/18	FALSE
TRUE	TRUE	TRUE	"materialSampleID = ""TRUE"" | locality = ""TRUE"" | coordinates = ""TRUE” | country = ""TRUE"" | habitat = ""TRUE"" | environmentalMedium = ""TRUE"" | yearCollected = ""TRUE"" | permitInformation = ""FALSE, Not given” | preservative = ""FALSE"" | derivedGeneticDataX= ""FALSE”"	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	"materialSampleID = ""TRUE"" | locality = ""TRUE"" | coordinates = ""TRUE” | country = ""TRUE"" | habitat = ""TRUE"" | environmentalMedium = ""TRUE"" | yearCollected = ""TRUE"" | permitInformation = ""FALSE, Not given” | preservative = ""FALSE"" | derivedGeneticDataX= ""FALSE”"	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Thienthanh Trinh	Eric	nonmarine	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	1/24/18	FALSE
TRUE	TRUE	TRUE	"materialSampleID = ""TRUE"" | locality = ""TRUE"" | coordinates = ""TRUE"" | country = ""TRUE"" | habitat = ""TRUE"" | environmentalMedium = ""TRUE"" | yearCollected = ""FALSE"" | permitInformation = ""FALSE"" | preservative = ""TRUE"" | derivedGeneticDataX = ""FALSE"""	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	"materialSampleID = ""TRUE"" | locality = ""TRUE"" | coordinates = ""TRUE"" | country = ""TRUE"" | habitat = ""TRUE"" | environmentalMedium = ""TRUE"" | yearCollected = ""TRUE"" | permitInformation = ""FALSE"" | preservative = ""TRUE"" | derivedGeneticDataX = ""FALSE"""	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Maryam Ghoojaei	Eric	nonmarine	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	1/24/18	TRUE
TRUE	TRUE	TRUE	"materialSampleID = ""FALSE"" | locality = ""TRUE"" | coordinates = ""FALSE"" | country = ""TRUE"" | habitat = ""TRUE"" | environmentalMedium = ""TRUE"" | yearCollected = ""TRUE"" | permitInformation = ""FALSE"" | preservative = ""FALSE"" | derivedGeneticDataX = ""TRUE”"	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	"materialSampleID = ""FALSE"" | locality = ""TRUE"" | coordinates = ""FALSE"" | country = ""TRUE"" | habitat = ""TRUE"" | environmentalMedium = ""TRUE"" | yearCollected = ""TRUE"" | permitInformation = ""FALSE"" | preservative = ""FALSE"" | derivedGeneticDataX = ""TRUE”"	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	Maryam Ghoojaei	NA	nonmarine	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	1/24/18	FALSE
TRUE	TRUE	FALSE	materialSampleID = TRUE|locality = TRUE|coordinates = TRUE&TRUE|country = TRUE|habitat = TRUE|environmentalMedium = TRUE|yearCollected = TRUE|permitInformation = FALSE|preservative = FALSE|derivedGeneticDataX = FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	materialSampleID = TRUE|locality = TRUE|coordinates = TRUE&TRUE|country = TRUE|habitat = TRUE|environmentalMedium = TRUE|yearCollected = TRUE|permitInformation = FALSE|preservative = FALSE|derivedGeneticDataX = FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Emily Farrell	Michelle	nonmarine	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	1/25/18	NA
TRUE	TRUE	FALSE	materialSampleID = TRUE|locality = TRUE|coordinates = TRUE&TRUE|country = TRUE|habitat = TRUE|environmentalMedium = TRUE|yearCollected = TRUE|permitInformation = TRUE|preservative = FALSE|derivedGeneticDataX = FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	materialSampleID = TRUE|locality = TRUE|coordinates = TRUE&TRUE|country = TRUE|habitat = TRUE|environmentalMedium = TRUE|yearCollected = TRUE|permitInformation = TRUE|preservative = FALSE|derivedGeneticDataX = FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Emily Farrell	Eric	nonmarine	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1/26/18	NA
TRUE	FALSE	TRUE	"materialSampleID = ""False, Paper not found"" | locality = ""TRUE"" | coordinates = ""TRUE"" | country = ""TRUE"" | habitat = ""TRUE"" | environmentalMedium = ""TRUE"" | yearCollected = ""False, Paper not found"" | permitInformation = ""False, Paper not found"" | preservative = ""False, Paper not found""| derivedGeneticDataX = FALSE"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	"materialSampleID = ""False, Paper not found"" | locality = ""TRUE"" | coordinates = ""TRUE"" | country = ""TRUE"" | habitat = ""TRUE"" | environmentalMedium = ""TRUE"" | yearCollected = ""False, Paper not found"" | permitInformation = ""False, Paper not found"" | preservative = ""False, Paper not found""| derivedGeneticDataX = FALSE"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Ann Holmes	Eric	nonmarine	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	2/7/18	FALSE
TRUE	TRUE	TRUE	materialSampleID = TRUE| locality = TRUE| coordinates = SOME| country = TRUE| habitat = TRUE| environmentalMedium = TRUE| yearCollected = SOME| permitInformation =FALSE| preservative = FALSE| derivedGeneticDataX = FALSE	FALSE	FALSE	FALSE	SOME	TRUE	TRUE	TRUE	SOME	TRUE	TRUE	materialSampleID = TRUE| locality = TRUE| coordinates = SOME| country = TRUE| habitat = TRUE| environmentalMedium = TRUE| yearCollected = SOME| permitInformation =FALSE| preservative = FALSE| derivedGeneticDataX = FALSE	FALSE	FALSE	FALSE	SOME	TRUE	TRUE	TRUE	SOME	TRUE	TRUE	Nan Himmelsbach	Michelle	nonmarine	TRUE	FALSE	FALSE	FALSE	SOME	FALSE	TRUE	FALSE	FALSE	TRUE	MOST	FALSE	2/7/18	TRUE
TRUE	TRUE	FALSE	materialSampleID = TRUE|locality = TRUE|coordinates = TRUE&TRUE|country = TRUE|habitat = TRUE|environmentalMedium = TRUE|yearCollected = TRUE|permitInformation = FALSE|preservative = FALSE|derivedGeneticDataX = FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	materialSampleID = TRUE|locality = TRUE|coordinates = TRUE&TRUE|country = TRUE|habitat = TRUE|environmentalMedium = TRUE|yearCollected = TRUE|permitInformation = FALSE|preservative = FALSE|derivedGeneticDataX = FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Emily Farrell	Michelle	nonmarine	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	2/9/18	NA
TRUE	TRUE	FALSE	materialSampleID = TRUE|locality = TRUE| coordinates = TRUE&TRUE| country = TRUE|habitat = TRUE|environmentalMedium = TRUE|yearCollected = TRUE|permitInformation = FALSE|preservative = TRUE|derivedGeneticDataX = TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	materialSampleID = TRUE|locality = TRUE| coordinates = TRUE&TRUE| country = TRUE|habitat = TRUE|environmentalMedium = TRUE|yearCollected = TRUE|permitInformation = FALSE|preservative = TRUE|derivedGeneticDataX = TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Randi Barton	Briana	nonmarine	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	2/9/18	NA
TRUE	TRUE	TRUE	"materialSampleID = ""TRUE"" | locality = ""TRUE"" | coordinates = ""MOST” | country = ""TRUE"" | habitat = ""TRUE"" | environmentalMedium = ""TRUE"" | yearCollected = ""FALSE"" | permitInformation = ""FALSE” | preservative = ""TRUE"" | derivedGeneticDataX = ""FALSE”"	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	MOST	TRUE	TRUE	"materialSampleID = ""TRUE"" | locality = ""TRUE"" | coordinates = ""MOST” | country = ""TRUE"" | habitat = ""TRUE"" | environmentalMedium = ""TRUE"" | yearCollected = ""FALSE"" | permitInformation = ""FALSE” | preservative = ""TRUE"" | derivedGeneticDataX = ""FALSE”"	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	MOST	TRUE	TRUE	Samantha Queeno	Michelle	nonmarine	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	2/11/18	FALSE
TRUE	TRUE	FALSE	"materialSampleID = ""TRUE""| locality = ""TRUE""| coordinates = ""TRUE""| country = ""TRUE""| habitat = ""TRUE""| environmentalMedium = ""TRUE""| yearCollected = ""TRUE""| permitInformation = ""TRUE""| preservative = ""FALSE""| derivedGeneticDataX = ""TRUE"""	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	"materialSampleID = ""TRUE""| locality = ""TRUE""| coordinates = ""TRUE""| country = ""TRUE""| habitat = ""TRUE""| environmentalMedium = ""TRUE""| yearCollected = ""TRUE""| permitInformation = ""TRUE""| preservative = ""FALSE""| derivedGeneticDataX = ""TRUE"""	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Sofia Beskid	Eric Crandall	marine	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	2/15/18	NA
TRUE	TRUE	FALSE	materialSampleID = TRUE|locality = TRUE|coordinates = TRUE&TRUE|country = TRUE|habitat = TRUE|environmentalMedium = TRUE|yearCollected = TRUE|permitInformation = TRUE|preservative = TRUE|derivedGeneticDataX = TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	materialSampleID = TRUE|locality = TRUE|coordinates = TRUE&TRUE|country = TRUE|habitat = TRUE|environmentalMedium = TRUE|yearCollected = TRUE|permitInformation = TRUE|preservative = TRUE|derivedGeneticDataX = TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Emily Farrell	Michelle	nonmarine	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	2/22/18	NA
TRUE	TRUE	FALSE	"materialSampleID = ""TRUE""| locality = ""TRUE""| coordinates = ""TRUE""| country = ""TRUE""| habitat = ""TRUE""| environmentalMedium = ""TRUE""| yearCollected = ""TRUE""| permitInformation = ""FALSE""| preservative = ""TRUE""| derivedGeneticDataX = ""TRUE"""	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	"materialSampleID = ""TRUE""| locality = ""TRUE""| coordinates = ""TRUE""| country = ""TRUE""| habitat = ""TRUE""| environmentalMedium = ""TRUE""| yearCollected = ""TRUE""| permitInformation = ""FALSE""| preservative = ""TRUE""| derivedGeneticDataX = ""TRUE"""	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Kiersey Nielsen	Eric Crandall	marine	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	3/5/18	NA
TRUE	TRUE	TRUE	"materialSampleID = ""TRUE"" | locality = ""TRUE"" | coordinates = ""TRUE” | country = ""TRUE"" | habitat = ""TRUE"" | environmentalMedium = ""TRUE"" | yearCollected = ""FALSE"" | permitInformation = ""FALSE” | preservative = ""FALSE"" | derivedGeneticDataX = ""FALSE”"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	"materialSampleID = ""TRUE"" | locality = ""TRUE"" | coordinates = ""TRUE” | country = ""TRUE"" | habitat = ""TRUE"" | environmentalMedium = ""TRUE"" | yearCollected = ""FALSE"" | permitInformation = ""FALSE” | preservative = ""FALSE"" | derivedGeneticDataX = ""FALSE”"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Samantha Queeno	Michelle	nonmarine	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	3/5/18	FALSE
TRUE	TRUE	TRUE	materialSampleID = TRUE| locality = FALSE| coordinates = TRUE| country = TRUE| habitat = TRUE| environmentalMedium = TRUE| yearCollected = FALSE| permitInformation = FALSE| preservative = FALSE| derivedGeneticDataX = FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	materialSampleID = TRUE| locality = FALSE| coordinates = TRUE| country = TRUE| habitat = TRUE| environmentalMedium = TRUE| yearCollected = FALSE| permitInformation = FALSE| preservative = FALSE| derivedGeneticDataX = FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	Nan Himmelsbach	NA	nonmarine	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	3/6/18	FALSE
TRUE	TRUE	FALSE	materialSampleID = TRUE|locality = TRUE|coordinates = TRUE|country = TRUE|habitat = TRUE|environmentalMedium = TRUE|yearCollected = TRUE|permitInformation = FALSE|preservative = FALSE|derivedGeneticDataX = FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	materialSampleID = TRUE|locality = TRUE|coordinates = TRUE|country = TRUE|habitat = TRUE|environmentalMedium = TRUE|yearCollected = TRUE|permitInformation = FALSE|preservative = FALSE|derivedGeneticDataX = FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Emily Farrell	Eric	nonmarine	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	3/8/18	NA
TRUE	TRUE	TRUE	"materialSampleID = ""TRUE""| locality = ""TRUE""| coordinates = ""TRUE""| country = ""TRUE""| habitat = ""TRUE""| environmentalMedium = ""TRUE""| yearCollected = ""FALSE""| permitInformation = ""FALSE""| preservative = ""FALSE""| derivedGeneticDataX = ""TRUE"""	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	"materialSampleID = ""TRUE""| locality = ""TRUE""| coordinates = ""TRUE""| country = ""TRUE""| habitat = ""TRUE""| environmentalMedium = ""TRUE""| yearCollected = ""FALSE""| permitInformation = ""FALSE""| preservative = ""FALSE""| derivedGeneticDataX = ""TRUE"""	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Kiersey Nielsen	Eric Crandall	marine	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	3/8/18	FALSE
TRUE	TRUE	TRUE	"materialSampleID= ""MOST"" | locality= ""MOST"" | coordinates= ""MOST"" | country= ""TRUE"" | habitat= ""FALSE"" | environmentalMedium= ""FALSE"" | yearCollected= ""FALSE"" | permitInformation= ""FALSE"" | preservative= ""FALSE"" | derivedGeneticDataX = ""TRUE"""	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	MOST	MOST	MOST	"materialSampleID= ""MOST"" | locality= ""TRUE"" | coordinates= ""MOST"" | country= ""TRUE"" | habitat= ""FALSE"" | environmentalMedium= ""TRUE"" | yearCollected= ""FALSE"" | permitInformation= ""FALSE"" | preservative= ""TRUE"" | derivedGeneticDataX = ""TRUE"""	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	MOST	TRUE	MOST	Courtney Weyand	Briana	nonmarine	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	MOST	TRUE	3/9/18	TRUE
